Date,NAV_Discount,Implied_Required_Rate,Risk_Free_Rate,Lambda,Relative_Lambda
2017-11-01,0.07084719371505432,0.08871480502313284,0.014025,0.07468980502313284,1.0973437708855276
2017-12-01,0.09411219286045447,0.08682838983050846,0.012825,0.07400338983050846,1.087258948256331
2018-01-01,0.03724137931034477,0.09158909574468085,0.01258,0.07900909574468086,1.1608028569879265
2018-02-01,0.04137931034482767,0.0912251655629139,0.015795,0.0754301655629139,1.1082211593897093
2018-03-01,0.021667052201403303,0.09298528301886792,0.0153499999999999,0.07763528301886802,1.140618779166769
2018-04-01,0.040047393364928796,0.09134199134199135,0.01424,0.07710199134199135,1.1327836495998294
2018-05-01,0.046873603151636134,0.09074638973988874,0.01492,0.07582638973988874,1.114042491127594
2018-06-01,0.051596950339995895,0.09033879374534623,0.0139,0.07643879374534623,1.1230399402499474
2018-07-01,0.07940734991069953,0.08801125914869808,0.01391,0.07410125914869807,1.0886968457932564
2018-08-01,0.06547045110182992,0.0891624914625817,0.0149839999999999,0.0741784914625818,1.0898315441436557
2018-09-01,0.08592375879175651,0.0874831213801795,0.014116,0.07336712138017949,1.0779108823407322
2018-10-01,0.06802800625550565,0.08894897834474298,0.015707,0.07324197834474298,1.0760722789280788
2018-11-01,0.09605420486249505,0.08667454545454545,0.014488,0.07218654545454545,1.060565842577264
2018-12-01,0.08740947971943291,0.0873635937259912,0.013685,0.0736785937259912,1.0824870388640184
2019-01-01,0.06379443840655641,0.08930296734987563,0.013052,0.07625096734987563,1.1202803919419324
2019-02-01,0.07199451357412401,0.08861985653570338,0.012744,0.07587585653570338,1.1147692580569766
2019-03-01,0.08129369237960038,0.08785772142158134,0.013303,0.07455472142158134,1.0953591205217275
2019-04-01,0.09446379472806465,0.08680049578396892,0.0107739999999999,0.07602649578396903,1.1169824522229541
2019-05-01,0.07444567627494447,0.08841768560078421,0.011881,0.07653668560078421,1.124478168904474
2019-06-01,0.10533645473014297,0.08594668129641424,0.009332,0.07661468129641424,1.1256240828712998
2019-07-01,0.07764091850840638,0.08815552413459969,0.008507,0.07964852413459969,1.1701973487848654
2019-08-01,0.1079223569372596,0.08574608085589859,0.006422,0.0793240808558986,1.165430623114902
2019-09-01,0.12381427805223888,0.0845335406884589,0.004426,0.0801075406884589,1.1769412270953623
2019-10-01,0.08097594875792391,0.08788354644629981,0.004357,0.08352654644629981,1.2271733125831537
2019-11-01,0.10718811277702356,0.08580294432688877,0.006417,0.07938594432688877,1.1663395221877462
2019-12-01,0.13283391193129912,0.08386048387096774,0.006848,0.07701248387096774,1.1314686044508286
2020-01-01,0.13834612700628046,0.08345440613026821,0.008214,0.07524040613026821,1.105433210869613
2020-02-01,0.09344894026974959,0.08688105726872246,0.005295,0.08158605726872246,1.1986636155659265
2020-03-01,0.03585657370517925,0.09171153846153847,0.004331,0.08738053846153847,1.2837962228940702
2020-04-01,0.07409181090511052,0.08844681528662421,0.00315,0.08529681528662421,1.2531821297720733
2020-05-01,0.08282828282828292,0.08773320895522388,0.002711,0.08502220895522387,1.2491476093028533
2020-06-01,0.12475492725208959,0.08446284403669725,0.002346,0.08211684403669725,1.2064619429725278
2020-07-01,0.11695400386074706,0.08505274135876041,0.00237,0.08268274135876041,1.2147761151829717
2020-08-01,0.12317831616077224,0.08458140495867769,0.001252,0.08332940495867769,1.22427690679714
2020-09-01,0.11717462932454681,0.08503594470046084,0.003495,0.08154094470046085,1.1980008210151147
2020-10-01,0.13966858302333462,0.08335756676557862,0.002667,0.08069056676557862,1.185507055240087
2020-11-01,0.09726217108767443,0.08657912621359223,0.002976,0.08360312621359223,1.228298423708938
2020-12-01,0.11157683601954616,0.08546417748339037,0.004066,0.08139817748339037,1.1959032828532408
2021-01-01,0.12297262083306415,0.08459689776721836,0.002308,0.08228889776721836,1.2089897590430942
2021-02-01,0.04906054279749483,0.09055721393034825,0.003694,0.08686321393034825,1.276195682878575
2021-03-01,0.08431813786452291,0.08761266337118996,0.008372,0.07924066337118996,1.164205052139056
2021-04-01,0.0954764386163458,0.0867202585570812,0.008859,0.07786125855708119,1.1439388152701426
2021-05-01,0.08361042300602373,0.08766988392051661,0.00931,0.07835988392051661,1.1512646268236997
2021-06-01,0.08481262327416172,0.08757272727272727,0.0093,0.07827272727272727,1.1499841200060252
2021-07-01,0.0885898913058567,0.08726886108233044,0.008274,0.07899486108233043,1.1605937211084574
2021-08-01,0.12379770914727994,0.08453478702326642,0.0065,0.07803478702326641,1.1464882981799012
2021-09-01,0.07190294749446335,0.08862742678528802,0.006901,0.08172642678528802,1.2007259266748889
2021-10-01,0.11186969667414415,0.08544166666666667,0.010273,0.07516866666666666,1.1043792135605366
2021-11-01,0.05727512293778536,0.08985362271272337,0.0106889999999999,0.07916462271272348,1.1630878616084825
2021-12-01,0.09844843264861947,0.08648562570291306,0.008379,0.07810662570291306,1.1475437531726471
2022-01-01,0.06516879384245167,0.0891877424021224,0.009785,0.0794027424021224,1.1665863197689526
2022-02-01,0.028010050581134482,0.09241154786988363,0.013208,0.07920354786988364,1.1636597506196695
2022-03-01,0.08882363480917321,0.08725012661637314,0.0115789999999999,0.07567112661637325,1.1117613629149123
2022-04-01,0.10012676656047592,0.08635368476399823,0.016308,0.07004568476399822,1.0291122841916438
2022-05-01,0.022691416680510224,0.09289214561744787,0.019191,0.07370114561744787,1.082818371602188
2022-06-01,0.032922790433499105,0.09197202431764546,0.021457,0.07051502431764546,1.036007828174728
2022-07-01,0.06319819901863222,0.08935304827236183,0.021203,0.06815004827236183,1.001261563530153
2022-08-01,0.030903823786017304,0.09215214630896448,0.018509,0.07364314630896449,1.081966244864674
2022-09-01,-0.06019164352661904,0.10108443848752985,0.029689,0.07139543848752986,1.048942886779082
2022-10-01,-0.061671961761382454,0.10124391058198501,0.041021,0.060222910581985006,0.8847959339466682
2022-11-01,-0.04031406812768251,0.0989907185725417,0.0354219999999999,0.0635687185725418,0.9339525967051181
2022-12-01,-0.04748355513703656,0.09973581087481113,0.031981,0.06775481087481114,0.9954547295708338
2023-01-01,-0.06820478601359875,0.10195373250906872,0.037312,0.06464173250906873,0.9497173340605911
2023-02-01,-0.08756535507258645,0.10411704611189714,0.034169,0.06994804611189714,1.02767777560446
2023-03-01,-0.12021943805472346,0.10798147186833291,0.037959,0.07002247186833291,1.0287712399694149
2023-04-01,-0.09131791835831099,0.10454701585879884,0.034781,0.06976601585879885,1.025003384309848
2023-05-01,-0.11262525703321663,0.10705736302836838,0.036783,0.07027436302836837,1.0324720287895282
2023-06-01,-0.1732299657677639,0.11490498695712877,0.040651,0.07425398695712876,1.0909407251174896
2023-07-01,-0.1766595413071716,0.11538361682216637,0.042884,0.07249961682216638,1.0651654919537088
2023-08-01,-0.19221572608198878,0.11760565669249752,0.043071,0.07453465669249752,1.0950643292116173
2023-09-01,-0.23320776239635915,0.12389275131017435,0.0434429999999999,0.08044975131017446,1.1819689908437632
2023-10-01,-0.25776594490133936,0.12799197146427382,0.043923,0.08406897146427383,1.2351426293387926
2023-11-01,-0.19109268491039605,0.11744237964948641,0.044798,0.07264437964948642,1.0672923496522424
2023-12-01,-0.1478149141336052,0.11147813025079631,0.041664,0.0698141302507963,1.0257102817014263
2024-01-01,-0.1960129494487154,0.11816110711591636,0.035803,0.08235810711591636,1.2100065838648657
2024-02-01,-0.2572324137651774,0.12790003462801375,0.037828,0.09007203462801375,1.3233397262106095
2024-03-01,-0.32743810816504443,0.14125094084770518,0.040525,0.10072594084770517,1.4798670812111487
2024-04-01,-0.28260912010084654,0.13242432077385,0.038917,0.09350732077384999,1.3738110034106934
2024-05-01,-0.26609923631554244,0.12944529383382067,0.043286,0.08615929383382068,1.2658536779304241
2024-06-01,-0.23388956641970599,0.12400301031802004,0.042693,0.08131001031802004,1.1946079294956333
2024-07-01,-0.2259720739117525,0.12273458979717611,0.04251,0.08022458979717612,1.1786609144114393
2024-08-01,-0.23111228023293362,0.12355510116454993,0.03861,0.08494510116454992,1.2480147404493787
2024-09-01,-0.22282976343948868,0.1222383404959477,0.03971,0.0825283404959477,1.212507655317875
2024-10-01,-0.2604259043303685,0.128452308641211,0.039205,0.089247308641211,1.311222839253613
2024-11-01,-0.2919994306618693,0.13418068305906883,0.044259,0.08992168305906884,1.321130758633663
2024-12-01,-0.31817180670268647,0.139331287461994,0.0423329999999999,0.0969982874619941,1.4251003399997682
2025-01-01,-0.3249497485972144,0.14073026386196524,0.045701,0.09502926386196525,1.3961714148064428
2025-02-01,-0.2994039967278252,0.13559883236030026,0.0453789999999999,0.09021983236030037,1.3255111727798636
2025-03-01,-0.2989738066345697,0.135515621098167,0.044835,0.090680621098167,1.332281088045214
2025-04-01,-0.26963499387736894,0.13007194923581697,0.046213,0.08385894923581697,1.2320569795091638
2025-05-01,-0.305708057484885,0.13683004825874356,0.044549,0.09228104825874356,1.3557945886477496
